person	Cino Del Duca	132
person	Costantino Rozzi	132
person	Carlo Mazzone	132
person	Ahmed Apimah Barusso	133
soccer_player	Ahmed Apimah Barusso	133
location	Nocerina	133
person	Barusso	133
location	Manfredonia	133
person	Abedi Pele	133
location	Nania F.C	133
location	Accra	133
city	Accra	133
person	Manfredonia	133
person	Alfredo Cardinale	133
location	Crotone	133
person	Rafael Márquez Álvarez	134
soccer_player	Rafael Márquez Álvarez	134
location	Zamora	134
location	Michoacán	134
organization	New York Red Bulls	134
organization	Monaco	134
person	Hugo Sánchez	134
person	Márquez	134
organization	Deportivo Toluca	134
person	Pablo Contreras	134
organization	Società Sportiva Calcio Napoli	135
soccer_team	Società Sportiva Calcio Napoli	135
organization	Napoli	135
soccer_team	Napoli	135
location	Southern Italy	135
organization	Associazione Calcio Napoli	135
person	Aurelio De Laurentiis	135
organization	Napoli Soccer	135
organization	Naples Foot-Ball & Cricket Club	135
person	William Poths	135
person	Hector M. Bayon	135
person	Conforti	135
person	Catterina	135
person	Amedeo Salsi	135
person	Marco D'Alessandro	136
soccer_player	Marco D'Alessandro	136
organization	Verona	136
person	D'Alessandro	136
location	Grosseto	136
person	Héctor Yuste Cantón	137
soccer_player	Héctor Yuste Cantón	137
location	Cartagena	137
city	Cartagena	137
person	Real Murcia	137
person	Héctor	137
organization	FC Cartagena	137
location	Las Palas	137
location	Murcia	137
person	Alejandro Arribas Garrido	138
soccer_player	Alejandro Arribas Garrido	138
person	Arribas	138
person	Rayo Majadahonda	138
organization	CDA Navalcarnero	138
person	Michael Rabušic	139
soccer_player	Michael Rabušic	139
organization	Gambrinus	139
organization	FC Slovan Liberec	139
organization	FC Náměšť	139
person	Rabušic	139
person	Vysočina Jihlava	139
location	Vysočina	139
organization	FC Brno	139
person	Brno	139
organization	Zbrojovka Brno	139
person	Josef Šural	139
person	Dídac Vilà Rosselló	140
soccer_player	Dídac Vilà Rosselló	140
organization	A.C. Milan	140
location	Mataró	140
location	Barcelona	140
city	Barcelona	140
location	Catalonia	140
person	Vilà	140
organization	RCD Espanyol	140
person	Mauricio Pochettino	140
organization	Athletic Bilbao	140
organization	Pericos	140
