http://rdf.freebase.com/ns/m.0924hr	m.02rjz5
http://rdf.freebase.com/ns/m.06zwc4	m.0kr10
http://rdf.freebase.com/ns/m.0d0cld	m.025txtg
http://rdf.freebase.com/ns/m.0924tn	m.0138mv
http://rdf.freebase.com/ns/m.08lt7_	m.0122wc
http://rdf.freebase.com/ns/m.025s6d7	m.011v3
http://rdf.freebase.com/ns/m.0923xg	m.01453
http://rdf.freebase.com/ns/m.0b8v38	m.01vqc7
http://rdf.freebase.com/ns/m.09241j	m.04999m
http://rdf.freebase.com/ns/m.0b8v65	m.01r5xw
http://rdf.freebase.com/ns/m.07_p1_	m.0266sb_
http://rdf.freebase.com/ns/m.09250_	m.0kz4w
http://rdf.freebase.com/ns/m.0924hr	m.08vk_r
http://rdf.freebase.com/ns/m.08lt93	m.049msk
http://rdf.freebase.com/ns/m.0925k4	m.049m_l
http://rdf.freebase.com/ns/m.0bv6fx	m.01njml
http://rdf.freebase.com/ns/m.0b8v4q	m.07bb99
http://rdf.freebase.com/ns/m.098z1n	m.07r78j
http://rdf.freebase.com/ns/m.07vq45	m.03n5v
http://rdf.freebase.com/ns/m.07_pbh	m.03fnrc
http://rdf.freebase.com/ns/m.070bd_	m.01dwyd
http://rdf.freebase.com/ns/m.0923t_	m.049fbh
http://rdf.freebase.com/ns/m.0b8v23	m.03tck1
http://rdf.freebase.com/ns/m.0923pc	m.049n3s
http://rdf.freebase.com/ns/m.07798q	m.048xg8
http://rdf.freebase.com/ns/m.04q7ns8	m.03td5v
http://rdf.freebase.com/ns/m.094tfm	m.0lhp1
http://rdf.freebase.com/ns/m.0b8vdx	m.0266shh
http://rdf.freebase.com/ns/m.08qq4q	m.01k9cc
http://rdf.freebase.com/ns/m.07vq45	m.01_gv
http://rdf.freebase.com/ns/m.0cgk3s	m.0f5hyg
http://rdf.freebase.com/ns/m.0924nc	m.049bp4
http://rdf.freebase.com/ns/m.09253s	m.047g6m
http://rdf.freebase.com/ns/m.07_p92	m.03tc8d
http://rdf.freebase.com/ns/m.025s6d7	m.03x6m
http://rdf.freebase.com/ns/m.076421	m.0lg7v
http://rdf.freebase.com/ns/m.0bv688	m.06z9k8
http://rdf.freebase.com/ns/m.092497	m.02l01d
http://rdf.freebase.com/ns/m.07_p3s	m.01cj92
http://rdf.freebase.com/ns/m.07_ntb	m.03fnqj
http://rdf.freebase.com/ns/m.0925z0	m.04_bfq
http://rdf.freebase.com/ns/m.0924fl	m.03h0k1
http://rdf.freebase.com/ns/m.01ggjl	m.0hvgt
http://rdf.freebase.com/ns/m.069nqf	m.080_y
http://rdf.freebase.com/ns/m.01gxlt	m.06l22
http://rdf.freebase.com/ns/m.0bv6c2	m.0705y1
http://rdf.freebase.com/ns/m.09258f	m.049n2l
http://rdf.freebase.com/ns/m.05qbb5p	m.045xx
http://rdf.freebase.com/ns/m.0bv66h	m.06wdqf
http://rdf.freebase.com/ns/m.09243d	m.049bmk
http://rdf.freebase.com/ns/m.0924c3	m.0gxkm
http://rdf.freebase.com/ns/m.02qv7m2	m.0kwv2
http://rdf.freebase.com/ns/m.0bp908	m.03tc5p
