http://rdf.freebase.com/ns/m.02rjz5	http://dbpedia.org/resource/Stadio_Luigi_Ferraris
http://rdf.freebase.com/ns/m.0kr10	http://dbpedia.org/resource/El_Molin%C3%B3n
http://rdf.freebase.com/ns/m.025txtg	http://dbpedia.org/resource/Estadi_Cornell%C3%A0-El_Prat
http://rdf.freebase.com/ns/m.0138mv	http://dbpedia.org/resource/Stadio_Friuli
http://rdf.freebase.com/ns/m.0l6r_	http://dbpedia.org/resource/Nuevo_Estadio_Los_Pajaritos
http://rdf.freebase.com/ns/m.0122wc	http://dbpedia.org/resource/Anoeta_Stadium
http://rdf.freebase.com/ns/m.011v3	http://dbpedia.org/resource/San_Siro
http://rdf.freebase.com/ns/m.01453	http://dbpedia.org/resource/Stadio_Artemio_Franchi
http://rdf.freebase.com/ns/m.06vv_6	http://dbpedia.org/resource/Estadio_Manuel_Mart%C3%ADnez_Valero
http://rdf.freebase.com/ns/m.07r78j	http://dbpedia.org/resource/Stadio_Olimpico_di_Torino
http://rdf.freebase.com/ns/m.01r5xw	http://dbpedia.org/resource/Estadio_Nuevo_Jos%C3%A9_Zorrilla
http://rdf.freebase.com/ns/m.0266sb_	http://dbpedia.org/resource/Bala%C3%ADdos
http://rdf.freebase.com/ns/m.0kz4w	http://dbpedia.org/resource/Stadio_Renato_Dall'Ara
http://rdf.freebase.com/ns/m.05vjt6	http://dbpedia.org/resource/Estadio_Heliodoro_Rodr%C3%ADguez_L%C3%B3pez
http://rdf.freebase.com/ns/m.08vk_r	http://dbpedia.org/resource/Stadio_Luigi_Ferraris
http://rdf.freebase.com/ns/m.049msk	http://dbpedia.org/resource/Stadio_San_Nicola
http://rdf.freebase.com/ns/m.049m_l	http://dbpedia.org/resource/Stadio_Dino_Manuzzi
http://rdf.freebase.com/ns/m.01njml	http://dbpedia.org/resource/Estadi_Ciutat_de_Val%C3%A8ncia
http://rdf.freebase.com/ns/m.047g98	http://dbpedia.org/resource/Stadio_Sant'Elia
http://rdf.freebase.com/ns/m.01_gv	http://dbpedia.org/resource/Stadio_Marcantonio_Bentegodi
http://rdf.freebase.com/ns/m.07bb99	http://dbpedia.org/resource/Estadio_Jos%C3%A9_Rico_P%C3%A9rez
http://rdf.freebase.com/ns/m.075q_	http://dbpedia.org/resource/Stadio_Olimpico
http://rdf.freebase.com/ns/m.01vqc7	http://dbpedia.org/resource/Iberostar_Stadium
http://rdf.freebase.com/ns/m.03n5v	http://dbpedia.org/resource/Stadio_Marcantonio_Bentegodi
http://rdf.freebase.com/ns/m.03fnrc	http://dbpedia.org/resource/La_Rosaleda_Stadium
http://rdf.freebase.com/ns/m.049bp4	http://dbpedia.org/resource/Stadio_Artemio_Franchi_%E2%80%93_Montepaschi_Arena
http://rdf.freebase.com/ns/m.0ytc	http://dbpedia.org/resource/Stadio_Olimpico
http://rdf.freebase.com/ns/m.049fbh	http://dbpedia.org/resource/Stadio_Carlo_Castellani
http://rdf.freebase.com/ns/m.0cr8ts	http://dbpedia.org/resource/Estadio_Nuevo_Arc%C3%A1ngel
http://rdf.freebase.com/ns/m.03tck1	http://dbpedia.org/resource/Estadio_El_Madrigal
http://rdf.freebase.com/ns/m.049n3s	http://dbpedia.org/resource/Stadio_Cino_e_Lillo_Del_Duca
http://rdf.freebase.com/ns/m.047g6m	http://dbpedia.org/resource/Stadio_Mario_Rigamonti
http://rdf.freebase.com/ns/m.03td5v	http://dbpedia.org/resource/Campo_de_F%C3%BAtbol_de_Vallecas
http://rdf.freebase.com/ns/m.0lhp1	http://dbpedia.org/resource/La_Romareda
http://rdf.freebase.com/ns/m.049bln	http://dbpedia.org/resource/Stadio_San_Filippo
http://rdf.freebase.com/ns/m.0266shh	http://dbpedia.org/resource/Campos_de_Sport_de_El_Sardinero
http://rdf.freebase.com/ns/m.01k9cc	http://dbpedia.org/resource/Ram%C3%B3n_S%C3%A1nchez_Pizju%C3%A1n_Stadium
http://rdf.freebase.com/ns/m.04999m	http://dbpedia.org/resource/Stadio_Via_del_Mare
http://rdf.freebase.com/ns/m.0f5hyg	http://dbpedia.org/resource/Estadio_Nuevo_Los_C%C3%A1rmenes
http://rdf.freebase.com/ns/m.048xg8	http://dbpedia.org/resource/Stadio_San_Paolo
http://rdf.freebase.com/ns/m.0ksy_	http://dbpedia.org/resource/Estadio_Nuevo_Colombino
http://rdf.freebase.com/ns/m.03tc8d	http://dbpedia.org/resource/Coliseum_Alfonso_P%C3%A9rez
http://rdf.freebase.com/ns/m.03x6m	http://dbpedia.org/resource/San_Siro
http://rdf.freebase.com/ns/m.0lg7v	http://dbpedia.org/resource/Vicente_Calder%C3%B3n_Stadium
http://rdf.freebase.com/ns/m.06z9k8	http://dbpedia.org/resource/Ipurua_Municipal_Stadium
http://rdf.freebase.com/ns/m.02l01d	http://dbpedia.org/resource/Stadio_Renzo_Barbera
http://rdf.freebase.com/ns/m.01cj92	http://dbpedia.org/resource/Estadio_Riazor
http://rdf.freebase.com/ns/m.03fnqj	http://dbpedia.org/resource/Estadio_Benito_Villamar%C3%ADn
http://rdf.freebase.com/ns/m.04_bfq	http://dbpedia.org/resource/Stadio_Adriatico_-_Giovanni_Cornacchia
http://rdf.freebase.com/ns/m.03h0k1	http://dbpedia.org/resource/Stadio_Oreste_Granillo
http://rdf.freebase.com/ns/m.0hvgt	http://dbpedia.org/resource/Camp_Nou
http://rdf.freebase.com/ns/m.080_y	http://dbpedia.org/resource/Mestalla_Stadium
http://rdf.freebase.com/ns/m.06l22	http://dbpedia.org/resource/Santiago_Bernab%C3%A9u_Stadium
http://rdf.freebase.com/ns/m.0705y1	http://dbpedia.org/resource/Nou_Estadi_de_Tarragona
http://rdf.freebase.com/ns/m.049n2l	http://dbpedia.org/resource/Stadio_Angelo_Massimino
http://rdf.freebase.com/ns/m.01dwyd	http://dbpedia.org/resource/Stadio_Atleti_Azzurri_d'Italia
http://rdf.freebase.com/ns/m.045xx	http://dbpedia.org/resource/Juventus_Stadium
http://rdf.freebase.com/ns/m.06z9f8	http://dbpedia.org/resource/Estadio_Municipal_de_Chap%C3%ADn
http://rdf.freebase.com/ns/m.06wdqf	http://dbpedia.org/resource/Estadio_de_los_Juegos_Mediterr%C3%A1neos
http://rdf.freebase.com/ns/m.049bmk	http://dbpedia.org/resource/Stadio_Armando_Picchi
http://rdf.freebase.com/ns/m.0gxkm	http://dbpedia.org/resource/Stadio_Ennio_Tardini
http://rdf.freebase.com/ns/m.0kwv2	http://dbpedia.org/resource/San_Mam%C3%A9s_Stadium_(2013)
http://rdf.freebase.com/ns/m.03tc5p	http://dbpedia.org/resource/El_Sadar_Stadium
