PERSON1134	known 	PERSON1135	215
PERSON1135	plays for 	ORGANIZATION63	215
PERSON1135	plays in 	LOCATION42	215
ORGANIZATION63	in 	LOCATION42	215
PERSON1148	plays for 	ORGANIZATION388	218
PERSON1164	plays for 	ORGANIZATION695	224
PERSON1164	plays in 	LOCATION42	224
ORGANIZATION695	in 	LOCATION42	224
LOCATION60	in 	LOCATION42	226
LOCATION60	playing from 	ORGANIZATION263	226
LOCATION60	playing in 	LOCATION42	226
LOCATION42	playing from 	ORGANIZATION263	226
LOCATION42	playing in 	LOCATION42	226
ORGANIZATION263	playing in 	LOCATION42	226
PERSON1170	born in 	LOCATION1171	229
PERSON1170	simply 	LOCATION100	229
PERSON1170	simply plays 	LOCATION611	229
LOCATION100	plays 	LOCATION611	229
PERSON1176	born in 	LOCATION33	230
PERSON1176	plays 	ORGANIZATION31	230
PERSON1179	plays 	ORGANIZATION551	231
PERSON1185	plays for 	ORGANIZATION1186	232
PERSON1185	plays from 	ORGANIZATION369	232
ORGANIZATION1186	plays from 	ORGANIZATION369	232
PERSON1187	known 	PERSON1188	233
PERSON1187	known 	PERSON1188	233
PERSON1189	born in 	LOCATION229	234
PERSON1189		LOCATION100	234
PERSON1189	plays for 	ORGANIZATION506	234
PERSON1189	plays from 	ORGANIZATION1190	234
PERSON1189	plays in 	LOCATION1113	234
LOCATION100	plays for 	ORGANIZATION506	234
LOCATION100	plays from 	ORGANIZATION1190	234
LOCATION100	plays in 	LOCATION1113	234
ORGANIZATION506	plays from 	ORGANIZATION1190	234
ORGANIZATION506	plays in 	LOCATION1113	234
ORGANIZATION1190	in 	LOCATION1113	234
PERSON1195		PERSON1196	235
PERSON1195		PERSON1196	235
PERSON1195	playing for 	ORGANIZATION1197	235
PERSON1196	playing for 	ORGANIZATION1197	235
PERSON1207	born 	LOCATION1208	236
PERSON1207	born 	ORGANIZATION1209	236
PERSON1207	born in 	ORGANIZATION155	236
LOCATION1208		ORGANIZATION1209	236
LOCATION1208	in 	ORGANIZATION155	236
ORGANIZATION1209	in 	ORGANIZATION155	236
PERSON1207		LOCATION100	236
PERSON1207	plays for 	ORGANIZATION506	236
PERSON1207	plays from 	ORGANIZATION58	236
LOCATION100	plays for 	ORGANIZATION506	236
LOCATION100	plays from 	ORGANIZATION58	236
ORGANIZATION506	plays from 	ORGANIZATION58	236
ORGANIZATION1215		LOCATION1216	237
ORGANIZATION1215		PERSON1217	237
ORGANIZATION1215		LOCATION715	237
ORGANIZATION1215	of 	PERSON1218	237
ORGANIZATION1215	played 's 	ORGANIZATION71	237
LOCATION1216		PERSON1217	237
LOCATION1216		LOCATION715	237
LOCATION1216	of 	PERSON1218	237
LOCATION1216	played 's 	ORGANIZATION71	237
PERSON1217		LOCATION715	237
PERSON1217	of 	PERSON1218	237
PERSON1217	played 's 	ORGANIZATION71	237
LOCATION715	of 	PERSON1218	237
LOCATION715	played 's 	ORGANIZATION71	237
PERSON1218	played 's 	ORGANIZATION71	237
PERSON1235		LOCATION100	239
PERSON1235	plays for 	ORGANIZATION594	239
PERSON1235	plays from 	ORGANIZATION369	239
LOCATION100	plays for 	ORGANIZATION594	239
LOCATION100	plays from 	ORGANIZATION369	239
ORGANIZATION594	plays from 	ORGANIZATION369	239
PERSON1236	plays for 	ORGANIZATION180	240
ORGANIZATION1237		LOCATION60	241
ORGANIZATION1237	in 	LOCATION1238	241
LOCATION60	in 	LOCATION1238	241
PERSON1245	plays for 	ORGANIZATION1246	242
PERSON1255	known as 	PERSON1256	243
PERSON1256	born 1990 	LOCATION1257	243
PERSON1255	known 	PERSON1256	243
PERSON1259	born in 	LOCATION1260	244
PERSON1259	plays for 	ORGANIZATION1246	244
PERSON1263		LOCATION125	245
PERSON1263	in 	LOCATION222	245
LOCATION125	in 	LOCATION222	245
PERSON1271	born in 	LOCATION1272	246
ORGANIZATION67	Serie from 	ORGANIZATION288	246
PERSON1281	plays for 	PERSON748	247
PERSON1282	born 	LOCATION1283	248
PERSON1282	born in 	LOCATION126	248
LOCATION1283	in 	LOCATION126	248
PERSON1282		LOCATION100	248
PERSON1282	plays for 	ORGANIZATION327	248
PERSON1282	plays from 	ORGANIZATION678	248
LOCATION100	plays for 	ORGANIZATION327	248
LOCATION100	plays from 	ORGANIZATION678	248
ORGANIZATION327	plays from 	ORGANIZATION678	248
ORGANIZATION896	commonly referred 	ORGANIZATION263	249
ORGANIZATION896	referred 	ORGANIZATION263	249
ORGANIZATION896	referred 	LOCATION385	249
ORGANIZATION896	referred of 	LOCATION1234	249
ORGANIZATION263		LOCATION385	249
ORGANIZATION263	of 	LOCATION1234	249
LOCATION385	of 	LOCATION1234	249
PERSON1291	plays for 	ORGANIZATION878	250
PERSON1299	born in 	LOCATION1300	251
PERSON1299	plays for 	ORGANIZATION1301	251
PERSON1322	captains 	ORGANIZATION876	253
